First Priority,Second Priority,Third Priority,Score,Year
ABFL,BSED-Sci,BSBio,98,2018
BSHM,BSBA-OM,BSESS,98,2018
BSTM,BSHM,BSBA-FM,98,2018
BSBA-OM,BSED-Eng,BSN,98,2018
BSED-Math,BSBA-FM,NONE,98,2018
BPA,BSIT,BSBA-OM,98,2018
BSBio,BSN,BSBA-FM,98,2018
BSBA-FM,BSBA-OM,BSHM,98,2018
BCAED,BPEDD,BPA,98,2018
BSHM,BSTM,BSBA-OM,98,2018
BSN,BAB,BSTM,98,2018
BSN,NONE,NONE,98,2018
BSN,BSED-Sci,BAJ,98,2018
BSED-Math,BEED,BSNED-TDHL,97,2018
BSED-Eng,BSED-Sci,BSED-Sci,97,2018
BSIT,BPEDD,BPEDD,97,2018
BSN,BSBio,BSHM,97,2018
BSED-Sci,BSBA-FM,BSN,97,2018
BSIT,BSIS,BSCS,97,2018
BSN,BSED-Eng,BSTM,97,2018
BSTM,BSED-Soc Stud,BSBA-FM,97,2018
BSBio,BSED-Sci,BSN,97,2018
BSBA-FM,BSCM,BSTM,97,2018
BSN,AB Pol Sci,BSDC,97,2018
BLIS,BSTM,BPA,97,2018
BAB,AB Pol Sci,BPA,97,2018
BSED-Soc Stud,BSED-Eng,BSED-Fil,97,2018
BSN,BSBio,NONE,97,2018
BSN,BSBio,BSBA-FM,97,2018
BSED-Eng,BEED,BSDC,97,2018
BCAED,BPEDD,BSNED-Gen,97,2018
ABELS,BSBio,BSBA-OM,97,2018
BSBio,BSED-Soc Stud,BPA,97,2018
BSBA-FM,BSBA-OM,NONE,97,2018
BSBA-FM,BSED-Math,BSNED-Gen,97,2018
BSHM,BSTM,BPEDD,97,2018
BSN,BSCS,BSBio,97,2018
BSED-Eng,BSN,ABFL,97,2018
BSBA-FM,BSED-Eng,BSTM,97,2018
ABFL,BSED-Eng,ABELS,97,2018
BSED-Sci,BSBA-FM,BEED,97,2018
BEED,BSED-Fil,BCAED,97,2018
BSBA-FM,BSHM,BSTM,97,2018
BSBA-FM,BSBio,BSED-Sci,97,2018
ABELS,BSED-Eng,BAJ,97,2018
BSN,AB Pol Sci,BAJ,97,2018
BSED-Eng,BSED-Soc Stud,BSED-Math,97,2018
BSBio,BAJ,BSED-Math,97,2018
BSN,NONE,NONE,97,2018
BSN,BSBio,ABFL,97,2018
BSN,BAJ,BSIT,97,2018
BSBA-FM,BSBio,BSAM,97,2018
BSBA-FM,BSAM,ABFL,97,2018
BSN,BSBio,BSBA-FM,97,2018
BSBA-FM,BSBA-OM,BSCM,97,2018
BSBA-FM,BSED-Soc Stud,BSAM,97,2018
BSN,BSTM,BAB,97,2018
BSTM,BSNED-Gen,BSBio,97,2018
BEED,BPEDD,BSESS,97,2018
BSN,NONE,NONE,97,2018
BSBA-FM,BSBA-OM,BSBio,97,2018
BSNED-Gen,AB Pol Sci,BSED-Soc Stud,97,2018
BSBio,BSN,AB Pol Sci,97,2018
BAJ,AB Pol Sci,BSN,97,2018
BSBA-OM,BSED-Eng,BSHM,97,2018
BEED,BSED-Eng,ABFL,97,2018
BSED-Eng,BSBA-FM,BAB,97,2018
BSED-Soc Stud,ABFL,AB Pol Sci,97,2018
BSBio,BSN,NONE,97,2018
BSBio,BSED-Sci,ABFL,97,2018
BSBA-FM,BSBA-OM,BSAM,97,2018
BSN,BSCS,BSEMC,97,2018
BSHM,BSED-Sci,BSBA-FM,97,2018
BSCM,AB Pol Sci,BSAM,97,2018
BSBA-FM,BSTM,BSBA-OM,97,2018
BSN,BSIT,BSBio,97,2018
BSN,BSBA-FM,BSCS,97,2018
BSED-Soc Stud,BSN,AB Pol Sci,97,2018
BAJ,ABELS,ABFL,97,2018
BSBA-FM,BSCM,BSED-Math,97,2018
BPEDD,BPA,BCAED,97,2018
BSN,BSBio,NONE,97,2018
BSED-Math,BSED-Eng,BSN,97,2018
BSTM,BSNED-Gen,BSHM,97,2018
BSBio,BSNED-Gen,BSAM,97,2018
AB Pol Sci,BSHM,BSBA-OM,97,2018
AB Pol Sci,NONE,BSBio,97,2018
AB Pol Sci,BSED-Eng,BSN,97,2018
AB Pol Sci,ABELS,BAB,97,2018
BSED-Sci,BSBio,BSCM,97,2018
AB Pol Sci,NONE,BSN,97,2018
BSN,BSBio,NONE,97,2018
BSTM,BSHM,ABFL,97,2018
BSBio,BSN,AB Pol Sci,97,2018
BSIT,BSTM,BSHM,97,2018
BSED-Math,BSBA-FM,BSAM,97,2018
BSED-Sci,BSED-Soc Stud,BSED-Fil,97,2018
BSED-Soc Stud,AB Pol Sci,BAB,97,2018
BPEDD,BSED-Soc Stud,BSED-Soc Stud,97,2018
BSN,BSBio,BSBA-FM,97,2018
BAB,BSDC,BAJ,97,2018
BSBA-OM,BSBA-FM,BSIT,97,2018
BSBA-FM,BSHM,ABELS,97,2018
BSED-Math,BSAM,BSBA-FM,97,2018
BSBio,BSN,BSAM,97,2018
BSN,BSBio,BSTM,97,2018
BSN,BSED-Eng,BSBio,97,2018
BSBio,BPEDD,BSN,97,2018
BSED-Eng,ABFL,AB Pol Sci,97,2018
BSIT,ABFL,BSN,97,2018
BSED-Eng,BSED-Soc Stud,BSED-Sci,97,2018
BSBA-FM,AB Pol Sci,BSCM,97,2018
BSBA-OM,BSBA-FM,BSCM,97,2018
BSBio,BSN,BAJ,97,2018
BSBA-OM,BSHM,BSCS,97,2018
ABELS,BAJ,BSIT,97,2018
BSCS,BSIT,BSEMC,97,2018
BSED-Math,BSED-Soc Stud,BSAM,97,2018
BAB,AB Pol Sci,BSED-Soc Stud,97,2018
BSN,BSED-Sci,BSBio,97,2018
BSED-Soc Stud,BSN,BSBio,97,2018
BPA,BSED-Math,BEED,97,2018
BSBA-FM,ABFL,BSBA-OM,97,2018
ABFL,AB Pol Sci,ABELS,97,2018
BSBA-FM,BSBio,BSBA-OM,97,2018
BSN,BSBio,ABFL,97,2018
BSN,BSBio,BECEd,97,2018
BSN,BSBio,AB Pol Sci,97,2018
BSN,BSCS,BSTM,96,2018
BSN,BSBA-FM,BSTM,96,2018
BEED,BSED-Soc Stud,BCAED,96,2018
BSIT,BSTM,BSED-Math,96,2018
BSBA-FM,BSBA-OM,ABFL,96,2018
BAB,BAJ,BSDC,96,2018
BSTM,ABFL,BCAED,96,2018
BSBA-FM,BSHM,BSDC,96,2018
BCAED,BPA,BSIT,96,2018
BSBA-FM,BSED-Math,BSHM,96,2018
BSBA-OM,BSBA-FM,BSIS,96,2018
BSN,BSTM,BSIT,96,2018
BSED-Sci,BSIT,BSBio,96,2018
BSIT,BSBio,BSCS,96,2018
BSBA-FM,BSBA-OM,BSTM,96,2018
BEED,BSED-Soc Stud,BLIS,96,2018
BSED-Math,BEED,BSED-Eng,96,2018
BSED-Soc Stud,BSNED-Gen,BSBA-FM,96,2018
BSED-Eng,BSED-Math,BSED-Soc Stud,96,2018
BSN,BSBA-FM,BSTM,96,2018
BSN,BSNED-TDHL,BAJ,96,2018
BPEDD,BSESS,BSNED-TDHL,96,2018
BSBA-FM,BSCM,BSHM,96,2018
BSED-Soc Stud,BPA,BPEDD,96,2018
BSNED-Gen,BSED-Sci,BSHM,96,2018
BSN,BSBA-FM,BSED-Math,96,2018
BSBA-FM,BAJ,BSBio,96,2018
BSAM,BSN,BSBio,96,2018
BAB,BSEMC,NONE,96,2018
BSBA-OM,BSHM,BSDC,96,2018
BSBio,AB Pol Sci,BSED-Sci,96,2018
BSN,BSBio,BSED-Sci,96,2018
BSN,BSBio,BSBA-FM,96,2018
BSBio,BAB,BSED-Sci,96,2018
BSBA-FM,BSCM,AB Pol Sci,96,2018
BSBA-FM,BSBA-OM,BSIT,96,2018
BSED-Math,BSAM,BSBio,96,2018
BSN,BSBio,NONE,96,2018
BPEDD,BSBA-OM,ABFL,96,2018
BSED-Fil,BSN,BSED-Eng,96,2018
BSBA-OM,BSCM,BSHM,96,2018
ABFL,ABELS,BAJ,96,2018
BSAM,BSED-Math,BSED-Sci,96,2018
BSN,BSIT,BSED-Sci,96,2018
BSN,BSBA-FM,BSIT,96,2018
BSBio,BSN,BSBA-OM,96,2018
BSBio,BSN,BAJ,96,2018
BSN,AB Pol Sci,BSTM,96,2018
BSTM,ABELS,AB Pol Sci,96,2018
BSN,BSTM,ABFL,96,2018
BSN,BSBio,BSTM,96,2018
BSAM,BSBio,BSBA-FM,96,2018
BSIT,BSIS,BAJ,96,2018
BSBA-FM,BSN,BSIT,96,2018
BSN,BSBio,BSED-Eng,96,2018
BSN,BPEDD,BSED-Sci,96,2018
BSBio,BSN,AB Pol Sci,96,2018
BSTM,BSBA-FM,BEED,96,2018
BSN,BSBio,NONE,96,2018
BSED-Soc Stud,BSESS,BCAED,96,2018
BEED,BSED-Fil,BSNED-Gen,96,2018
BSN,BSBA-FM,BSBio,96,2018
BSN,BSBio,BSDC,96,2018
BSTM,BSIT,BSN,96,2018
BSBio,BSN,AB Pol Sci,96,2018
BSBio,BSN,NONE,96,2018
BSBio,BSED-Sci,BSHM,96,2018
BSN,BSBio,BSED-Sci,96,2018
BPA,BPEDD,BCAED,96,2018
BSDC,ABFL,ABELS,96,2018
BSBA-FM,BSAM,BSTM,96,2018
BAB,BSED-Eng,BAJ,96,2018
BSBio,BSN,BSBA-FM,96,2018
BSBio,BSN,BSDC,96,2018
BSAM,BSBA-OM,BSBA-FM,96,2018
BSN,BSTM,BSBA-FM,96,2018
BSN,BSBio,AB Pol Sci,96,2018
BSBio,BSN,BSTM,96,2018
BSBA-FM,BSBA-OM,BSTM,96,2018
BSN,BSBio,BAJ,96,2018
BSN,BSBio,BSESS,96,2018
BSED-Eng,BSTM,BSNED-Gen,96,2018
BSED-Eng,BSIT,BSHM,96,2018
BPA,BSED-Eng,BSBA-OM,96,2018
BSHM,BSBA-FM,BSCS,96,2018
AB Pol Sci,BSIT,BSCS,96,2018
BSIT,BSBA-FM,BSCS,96,2018
AB Pol Sci,BSBio,ABFL,96,2018
BSED-Math,BSBA-FM,BSAM,96,2018
BSBA-FM,BSAM,ABELS,96,2018
BSED-Math,BSAM,BSBA-FM,96,2018
AB Pol Sci,BAJ,NONE,96,2018
AB Pol Sci,BSBA-OM,BSHM,96,2018
BSIT,BSCS,BSDC,96,2018
BSTM,BSBA-FM,BPA,96,2018
BSBA-FM,BSIT,BEED,96,2018
BSN,AB Pol Sci,BSBio,96,2018
BSN,BSDC,AB Pol Sci,96,2018
BSBA-OM,BSBio,BSN,96,2018
BSBA-FM,NONE,BSN,96,2018
BSN,BSIT,BSBA-FM,96,2018
BSED-Fil,AB Pol Sci,BEED,96,2018
BSHM,AB Pol Sci,BSN,96,2018
BSN,BSBio,ABFL,96,2018
BSIS,BSIT,BSCS,96,2018
BSN,BSBio,AB Pol Sci,96,2018
BSHM,BSED-Sci,BSBio,96,2018
BSEMC,BPEDD,BSED-Soc Stud,96,2018
BSBA-FM,BSBA-OM,BSTM,96,2018
BSN,AB Pol Sci,BSBio,96,2018
BSBio,BSN,BSAM,96,2018
BPA,BPEDD,BCAED,96,2018
BSBio,BSED-Soc Stud,NONE,96,2018
BSN,ABFL,NONE,96,2018
BSBio,BSN,BSDC,96,2018
BSN,BSBio,BSIT,96,2018
BSDC,BAJ,BECEd,96,2018
BSN,BSBio,BEED,96,2018
BSCS,BSED-Math,BSAM,96,2018
BSBA-FM,BSBA-OM,BSAM,96,2018
BSED-Math,BSTM,BSBA-FM,96,2018
BSIT,BSBA-FM,BSCS,96,2018
BPEDD,BSIT,BSESS,96,2018
BSED-Soc Stud,BSED-Fil,BSHM,95,2018
BSN,BSBio,BECEd,95,2018
BSCS,BSN,ABFL,95,2018
BSBA-FM,BSN,BSIT,95,2018
BSTM,BSIT,BSBA-FM,95,2018
BPA,BPEDD,BSED-Soc Stud,95,2018
BSED-Eng,BAB,AB Pol Sci,95,2018
BSBA-FM,BSHM,BSCM,95,2018
BSED-Eng,BEED,BECEd,95,2018
BSBA-FM,BSAM,BSED-Math,95,2018
BSN,BSBio,BSCS,95,2018
BSHM,BECEd,ABFL,95,2018
ABFL,AB Pol Sci,BSBio,95,2018
BSN,BSBio,BSIT,95,2018
BSED-Soc Stud,AB Pol Sci,BSBio,95,2018
BSHM,BSN,BSED-Fil,95,2018
BSED-Soc Stud,BECEd,BSN,95,2018
BSED-Eng,BPEDD,BPA,95,2018
BSBA-FM,BAJ,AB Pol Sci,95,2018
BSBA-FM,BSBA-OM,ABELS,95,2018
BSN,BSHM,BSBio,95,2018
BSBA-FM,BSBA-OM,BSCM,95,2018
BAB,BSED-Fil,BSNED-TDHL,95,2018
BSIT,BSAM,BSCS,95,2018
BPA,BCAED,BPEDD,95,2018
BPEDD,BSED-Sci,BSED-Soc Stud,95,2018
BSN,BSBio,BAJ,95,2018
ABELS,BSED-Eng,BAJ,95,2018
BSED-Fil,BSED-Soc Stud,BSED-Eng,95,2018
BSN,BSIT,BSBio,95,2018
ABFL,BSN,BSED-Sci,95,2018
BSHM,BSED-Eng,BSED-Math,95,2018
BSED-Soc Stud,BAB,BSHM,95,2018
BSBA-FM,BAB,BEED,95,2018
BSN,NONE,NONE,95,2018
BSN,BSBio,BSHM,95,2018
BSIT,BSCS,BSBA-FM,95,2018
BSHM,NONE,NONE,95,2018
BSBio,AB Pol Sci,BSBA-FM,95,2018
BSED-Fil,BEED,BECEd,95,2018
BSED-Soc Stud,BCAED,BEED,95,2018
ABELS,BAJ,BSTM,95,2018
BSED-Eng,ABELS,BEED,95,2018
BSIT,BSAM,BSBio,95,2018
BSTM,BSBA-OM,ABFL,95,2018
BSBio,BAB,BSN,95,2018
BSN,BSBio,AB Pol Sci,95,2018
ABFL,BCAED,BSHM,95,2018
BEED,BSED-Eng,ABFL,95,2018
BSN,BSBio,ABELS,95,2018
BSHM,ABELS,BSTM,95,2018
ABELS,BCAED,BSEMC,95,2018
BSBA-FM,BSN,NONE,95,2018
BSBA-FM,BSHM,BSHM,95,2018
BSTM,BSNED-TDHL,ABFL,95,2018
BSN,BSAM,BSBio,95,2018
BSBA-FM,BSAM,BSCM,95,2018
BSBio,BSNED-Gen,BSBA-FM,95,2018
BAJ,ABFL,ABELS,95,2018
AB Pol Sci,BSBA-OM,BSBA-FM,95,2018
BSBio,BSED-Sci,BSN,95,2018
BSBA-FM,BSBA-OM,AB Pol Sci,95,2018
BSBA-FM,BPEDD,BSIT,95,2018
AB Pol Sci,BAJ,BSBio,95,2018
BSN,BSBio,AB Pol Sci,95,2018
BSBA-OM,BSAM,BSCS,95,2018
BSED-Eng,AB Pol Sci,BEED,95,2018
BSBA-FM,BSBA-OM,BSED-Math,95,2018
BSN,BSED-Eng,BPEDD,95,2018
BSN,BSBA-FM,BSBio,95,2018
BSN,BSBio,BPA,95,2018
BPEDD,BPA,BSED-Soc Stud,95,2018
BSBA-FM,BSIT,BSED-Math,95,2018
BSED-Eng,BSBio,BSAM,95,2018
BSN,BSBio,BEED,95,2018
BSN,BSCS,NONE,95,2018
BSBA-FM,BSAM,BPA,95,2018
BSED-Eng,ABELS,BSTM,95,2018
BSN,BSBio,BSBA-FM,95,2018
BSBA-FM,BSBA-OM,BSTM,95,2018
BSBA-FM,BSHM,BSN,95,2018
ABELS,ABFL,BSED-Eng,95,2018
BSIT,BSED-Sci,BEED,95,2018
BSN,BSBio,AB Pol Sci,95,2018
BSIT,BSCS,BSIS,95,2018
BSN,BSBio,BSCS,95,2018
BSBA-FM,BSTM,BSN,95,2018
BSED-Math,BSAM,BSIT,95,2018
BSHM,NONE,BSCS,95,2018
BSBA-FM,BSIT,BSTM,95,2018
BSHM,BPEDD,BSTM,95,2018
BSED-Soc Stud,BSIS,NONE,95,2018
BSN,BSTM,ABELS,95,2018
BSED-Eng,BSIT,BSED-Fil,94,2018
BPEDD,BSED-Fil,BPA,94,2018
BSBio,BSN,BSED-Soc Stud,94,2018
BSBio,BSBA-OM,BSAM,94,2018
BSIT,BSCS,BSIS,94,2018
BSTM,BSCS,BSBio,94,2018
BECEd,BEED,BSED-Eng,94,2018
BSED-Eng,BSED-Fil,BSCS,94,2018
BSBio,BSN,BSED-Sci,94,2018
BSED-Soc Stud,BSED-Eng,AB Pol Sci,94,2018
BSED-Eng,BSNED-TDHL,ABELS,94,2018
BSED-Fil,BSAM,BEED,94,2018
BSBA-OM,AB Pol Sci,BSED-Math,94,2018
BSTM,BSN,BSBio,94,2018
BSN,BSBio,BSAM,94,2018
BEED,BSED-Fil,BPA,94,2018
BSED-Soc Stud,BECEd,BEED,94,2018
BEED,BSED-Eng,ABFL,94,2018
BSED-Fil,BSED-Eng,BSNED-TDHL,94,2018
BSN,BSNED-TDHL,BSBio,94,2018
BSED-Eng,BSBio,ABFL,94,2018
BSBA-FM,BSBA-OM,BSHM,94,2018
BSN,BSBio,BSHM,94,2018
BSBA-FM,BSTM,BSCM,94,2018
BSBA-FM,BSBA-OM,BSCM,94,2018
BSNED-Gen,AB Pol Sci,BSTM,94,2018
BSBA-FM,BSBA-OM,BSAM,94,2018
BSBA-FM,BSAM,BSBio,94,2018
BSTM,BAJ,AB Pol Sci,94,2018
BSBA-OM,BSTM,BSED-Eng,94,2018
BSN,BAB,AB Pol Sci,94,2018
BSBA-FM,BSAM,BSCM,94,2018
BEED,BSED-Soc Stud,BSNED-TDHL,94,2018
BSN,BSBio,BSED-Sci,94,2018
BSN,BSIT,NONE,94,2018
BSHM,BPEDD,BEED,94,2018
BSED-Soc Stud,BSBio,BPEDD,94,2018
BSN,BSED-Math,BSHM,94,2018
BSBA-FM,BSIT,BSN,94,2018
BSED-Eng,BPEDD,ABELS,94,2018
BSIT,BSCS,BSIS,94,2018
BSBA-FM,BPEDD,BSTM,94,2018
BSBA-FM,BSHM,BSBA-OM,94,2018
BSED-Eng,BSIT,ABFL,94,2018
BSED-Soc Stud,ABELS,BSCS,94,2018
BSN,BSBA-FM,BSED-Eng,94,2018
BSED-Math,BSIT,ABFL,94,2018
BSBA-FM,BSBA-OM,BSTM,94,2018
BSBA-OM,BSBA-FM,BSED-Eng,94,2018
BSNED-Gen,BCAED,BEED,94,2018
BSN,BSBio,BSED-Sci,94,2018
BSED-Soc Stud,AB Pol Sci,BSBio,94,2018
BSED-Eng,BAJ,BSTM,94,2018
BSBio,BSTM,BSCS,94,2018
BEED,BSN,BSED-Soc Stud,94,2018
BSCS,BSIT,BSIS,94,2018
BSN,BSBio,NONE,94,2018
BSED-Sci,BSBio,BSN,94,2018
ABELS,BSNED-Gen,AB Pol Sci,94,2018
BAB,BSBA-FM,BSED-Eng,94,2018
BSED-Eng,ABFL,BECEd,94,2018
BAJ,AB Pol Sci,ABFL,94,2018
BSN,BSIT,BSCS,94,2018
BSN,BSBA-FM,BSTM,94,2018
BSN,AB Pol Sci,BAJ,94,2018
BSN,BEED,BSBio,94,2018
BSAM,BAB,BSN,94,2018
BPEDD,BSBio,BPA,94,2018
BSN,BSBio,BAB,94,2018
BSED-Eng,BSIT,BSAM,94,2018
BSN,BSCS,BSIT,94,2018
BSBA-FM,BSBA-OM,BSTM,94,2018
BSN,BSBio,BSDC,94,2018
BSIT,BSCM,BSHM,94,2018
ABFL,ABELS,BAB,94,2018
BSBA-FM,BSED-Eng,BSTM,94,2018
BSBio,BSN,BSBA-FM,94,2018
BSBA-FM,BSTM,BSIT,94,2018
BSBio,BSN,BSIT,94,2018
BSN,BSBA-FM,BSBio,94,2018
BSED-Sci,NONE,NONE,94,2018
BSED-Soc Stud,BPEDD,BSIT,94,2018
AB Pol Sci,ABELS,BSBio,94,2018
BSN,BSIT,BSBA-FM,94,2018
AB Pol Sci,BSED-Soc Stud,BSN,94,2018
BSBA-FM,BSBA-OM,BSCM,94,2018
BSBio,BSCS,BSN,94,2018
BSN,BSBio,BSED-Sci,94,2018
BSBA-FM,BSIT,BCAED,94,2018
BSN,BAB,BPA,94,2018
BSBA-OM,BSNED-TDHL,ABFL,94,2018
BSED-Soc Stud,BAB,BSNED-TDHL,94,2018
BSBio,BSN,BSHM,94,2018
BSBA-FM,BSAM,BSIT,94,2018
BSED-Eng,BSN,BECEd,94,2018
BSNED-Gen,ABFL,AB Pol Sci,94,2018
BEED,BPEDD,BSED-Math,94,2018
BSN,BSTM,ABELS,94,2018
BSN,BSBio,BSHM,94,2018
BSBA-FM,BSBA-OM,BSN,94,2018
BAB,BSDC,BSNED-Gen,94,2018
BSN,BSTM,BSIT,94,2018
BSBio,BSED-Eng,BSTM,94,2018
BSN,BSBio,BSIT,94,2018
BSHM,BSED-Math,BEED,94,2018
BSHM,BSED-Soc Stud,BSIT,94,2018
BSTM,ABFL,BSCS,94,2018
BSN,BSBio,BSCS,94,2018
BEED,BSED-Sci,BSED-Eng,94,2018
BSED-Fil,BSED-Soc Stud,ABFL,93,2018
BSN,ABELS,AB Pol Sci,93,2018
BSN,BSBA-FM,ABFL,93,2018
BSBA-FM,BSBA-OM,BSTM,93,2018
BEED,BSNED-Gen,BSED-Eng,93,2018
BSCS,BSIT,BSIS,93,2018
BSDC,BAJ,BSED-Eng,93,2018
BSIT,BSTM,BSHM,93,2018
BSIT,ABFL,BSN,93,2018
BSED-Eng,BECEd,BEED,93,2018
BSN,BSBio,BSHM,93,2018
ABELS,AB Pol Sci,BSBA-OM,93,2018
BSED-Math,BEED,BSBio,93,2018
BSBA-FM,BSBA-OM,BSCM,93,2018
BSED-Sci,BSCS,BSIT,93,2018
BSHM,BEED,BSTM,93,2018
BSBio,BSIS,BSDC,93,2018
BSCS,BSED-Eng,BSTM,93,2018
BSTM,BAB,BPA,93,2018
BSNED-Gen,BSED-Sci,BSN,93,2018
BSIT,BSIS,BSCS,93,2018
BSBio,BSHM,BLIS,93,2018
BSED-Eng,BSN,BSIT,93,2018
BSED-Eng,BSBA-FM,BSHM,93,2018
BSED-Soc Stud,BSN,BCAED,93,2018
BSIT,BSIS,ABFL,93,2018
BSED-Eng,BSHM,BSN,93,2018
BSN,BSED-Eng,BSTM,93,2018
BSN,BEED,BSBA-FM,93,2018
BSN,BSBio,BSED-Eng,93,2018
BSIT,BSIS,BSCS,93,2018
BAJ,BSED-Eng,BSN,93,2018
BSBA-OM,BSBA-FM,BSED-Soc Stud,93,2018
BSHM,ABFL,BSTM,93,2018
ABFL,BSTM,BSED-Sci,93,2018
BSNED-Gen,BSED-Eng,ABFL,93,2018
BSBA-FM,BSBA-OM,BSAM,93,2018
ABELS,ABFL,BPEDD,93,2018
BEED,BECEd,ABFL,93,2018
BAB,NONE,BSBA-OM,93,2018
BSBA-FM,BSBA-OM,BSESS,93,2018
ABFL,BSBA-OM,BSHM,93,2018
BSN,BSN,ABELS,93,2018
BSN,BSBio,BSBA-FM,93,2018
BSED-Fil,BSED-Soc Stud,BECEd,93,2018
BSBio,BSN,BSED-Sci,93,2018
BSED-Eng,BEED,ABELS,93,2018
ABFL,BSIT,BECEd,93,2018
BSN,BSDC,BAB,93,2018
BSED-Sci,BSBA-FM,BSBio,93,2018
BSN,BSBio,NONE,93,2018
BSED-Sci,BSESS,AB Pol Sci,93,2018
BEED,BPEDD,BSCS,93,2018
BSHM,BAB,BSTM,93,2018
BSBA-FM,BSN,BSTM,93,2018
BSBio,BSN,AB Pol Sci,93,2018
BSDC,ABFL,BSNED-TDHL,93,2018
BSTM,BSHM,BSIT,93,2018
BSN,BSDC,BAJ,93,2018
BSBA-OM,BPA,BSED-Soc Stud,93,2018
BSED-Fil,BSED-Soc Stud,BSED-Eng,93,2018
BSBA-FM,BSTM,BSHM,93,2018
BSN,BSBio,BSEMC,93,2018
BSBA-FM,BSDC,BSTM,93,2018
BSED-Math,BSBA-OM,BSIT,93,2018
ABELS,BSIT,ABFL,93,2018
BSN,ABFL,BSBio,93,2018
BSIT,BSCS,BSBA-OM,93,2018
BSBA-OM,BSBA-OM,BSAM,93,2018
BSIT,BSCS,BSIS,93,2018
BAB,ABFL,BSED-Soc Stud,93,2018
BPA,BSED-Soc Stud,BSDC,93,2018
BSHM,BSBA-FM,BEED,93,2018
BSBA-FM,BSHM,BSN,93,2018
BSBA-OM,BSTM,BSED-Eng,93,2018
BSBA-FM,BSAM,BSCM,93,2018
BSED-Sci,BPEDD,BSED-Fil,93,2018
BSN,BSBio,BSIT,93,2018
BSBA-FM,BSBA-OM,BSHM,93,2018
BSED-Soc Stud,BSED-Eng,BSHM,93,2018
BSN,BSBio,BSBA-FM,93,2018
BSBA-FM,BSED-Math,BPA,93,2018
BSN,BSTM,BSBA-FM,93,2018
BSBio,BSNED-TDHL,BSED-Soc Stud,93,2018
BSBA-OM,ABFL,BPA,93,2018
BEED,BSED-Fil,BSIT,93,2018
BSBio,BSAM,BSCS,93,2018
BSED-Sci,ABELS,BSBio,93,2018
BSBio,BSN,BSHM,93,2018
BSN,BSBA-FM,BSIT,93,2018
BSN,BSBio,BSNED-Gen,93,2018
BSN,BSBio,BSIT,93,2018
BSN,BSED-Eng,BPA,93,2018
BSTM,BSBA-FM,BSDC,93,2018
BSN,BSBio,BSED-Eng,93,2018
BSN,BECEd,ABFL,93,2018
BSBA-FM,BSN,BSED-Eng,93,2018
BSTM,BAB,BSBA-FM,93,2018
BPEDD,BSBio,BEED,93,2018
BSBio,BSAM,BSN,93,2018
BSBA-OM,BSBA-FM,BSHM,93,2018
BSBA-FM,BSIT,BSCM,93,2018
BSIT,BSBA-FM,BSCM,93,2018
BSBio,BSED-Sci,AB Pol Sci,93,2018
BSBA-FM,BSBA-OM,BSCS,93,2018
BSN,BSBio,NONE,93,2018
BSBA-OM,BSBA-FM,NONE,93,2018
AB Pol Sci,ABELS,BAB,93,2018
AB Pol Sci,BAJ,ABELS,93,2018
AB Pol Sci,BSTM,BSED-Eng,93,2018
AB Pol Sci,ABELS,BSED-Eng,93,2018
BSBio,BSNED-Gen,ABFL,93,2018
BSAM,BSCM,BSBA-FM,93,2018
AB Pol Sci,BSBA-FM,BSBio,93,2018
BSED-Eng,ABFL,BEED,93,2018
AB Pol Sci,BAB,BSED-Eng,93,2018
BSN,BSBio,BECEd,93,2018
BSTM,BSHM,AB Pol Sci,93,2018
BSN,BSBio,BSTM,93,2018
BSN,BSBio,BSNED-TDHL,93,2018
BSHM,BSTM,BSBA-FM,93,2018
BSCS,BSIT,BSEMC,93,2018
BSED-Soc Stud,BEED,AB Pol Sci,93,2018
BSN,BSBio,BSED-Sci,93,2018
BSCS,BSIT,BSIS,93,2018
BSBA-OM,BSTM,BSBA-FM,93,2018
BSN,BSHM,BSTM,93,2018
BSBA-FM,BSBio,BSBA-OM,93,2018
BSNED-Gen,BSNED-TDHL,BECEd,93,2018
BSN,BSED-Eng,BSBio,93,2018
BSN,BSBio,NONE,93,2018
BSN,BSIT,BSCS,93,2018
BSN,BSBio,BSTM,93,2018
BSN,BSTM,BAB,93,2018
BSHM,BPA,BEED,93,2018
BSDC,BAJ,BSED-Fil,93,2018
BSN,BSIT,BECEd,93,2018
BSN,BSBio,BPA,93,2018
BSED-Sci,BSBio,BSN,93,2018
BSBA-FM,BSBA-OM,BSCM,93,2018
BSBio,BSN,AB Pol Sci,93,2018
BSIT,BSCS,BSN,93,2018
BSN,BSTM,ABFL,93,2018
BSN,BSEMC,BSBio,93,2018
BSN,BSBio,NONE,93,2018
BSBA-FM,BSBA-OM,BSTM,93,2018
BSBio,BAB,BSBA-FM,93,2018
BSBA-FM,BSBA-OM,BSBio,93,2018
BSTM,AB Pol Sci,BECEd,92,2018
BSN,BSBio,BSIT,92,2018
BSED-Math,BSESS,BSHM,92,2018
BSED-Fil,BSBA-FM,ABFL,92,2018
BSTM,BSED-Soc Stud,BSBA-OM,92,2018
BSBA-OM,BSIT,BSHM,92,2018
BSBA-OM,BSBA-FM,BSIT,92,2018
BSDC,BLIS,BSED-Sci,92,2018
BAB,AB Pol Sci,BSED-Eng,92,2018
BCAED,ABFL,BEED,92,2018
